0,1,2
-84.22796057907458,34.07965193243626,312.993988037
-84.22796057907458,34.07966827073921,312.993988037
-84.22796057907458,34.07968460904216,312.993988037
-84.22796057907458,34.0797009473451,312.993988037
-84.22796057907458,34.07971728564805,312.993988037
-84.22796057907458,34.079733623951,312.993988037
-84.22796057907458,34.07974996225395,312.993988037
-84.22796057907458,34.07976630055689,312.993988037
-84.22796057907458,34.07978263885984,313.134307861
-84.22796057907458,34.07979897716279,313.274291992
-84.22796057907458,34.07981531546574,313.214294434
-84.22796057907458,34.07983165376868,313.234283447
-84.22796057907458,34.07984799207163,313.554290771
-84.22796057907458,34.079864330374576,313.872619629
-84.22796057907458,34.079880668677525,314.172607422
-84.22796057907458,34.07989700698047,314.452606201
-84.22796057907458,34.079913345283416,314.612609863
-84.22796057907458,34.079929683586364,314.960662842
-84.22796057907458,34.07994602188931,315.400665283
-84.22796057907458,34.079962360192255,315.800659180
-84.22796057907458,34.079978698495204,316.000671387
-84.22796057907458,34.07999503679815,316.000671387
-84.22796057907458,34.0800113751011,315.810424805
-84.22796057907458,34.08002771340404,315.510406494
-84.22796057907458,34.08004405170699,315.150421143
-84.22796057907458,34.08006039000994,314.910400391
-84.22796057907458,34.08007672831289,314.852905273
-84.22796057907458,34.08009306661583,314.712890625
-84.22796057907458,34.08010940491878,314.612915039
-84.22796057907458,34.08012574322173,314.552917480
-84.22796057907458,34.08014208152468,314.497589111
-84.22796057907458,34.08015841982762,314.617584229
-84.22796057907458,34.08017475813057,314.697570801
-84.22796057907458,34.080191096433516,314.857574463
-84.22796057907458,34.080207434736465,314.857574463
-84.22796057907458,34.08022377303941,314.754028320
-84.22796057907458,34.080240111342356,314.614044189
-84.22796057907458,34.080256449645304,314.534027100
-84.22796057907458,34.08027278794825,314.374023438
-84.22796057907458,34.080289126251195,314.264465332
-84.22796057907458,34.080305464554144,314.164459229
-84.22796057907458,34.08032180285709,314.144439697
-84.22796057907458,34.08033814116004,314.164459229
-84.22796057907458,34.08035447946298,314.304443359
-84.22796057907458,34.08037081776593,314.463317871
-84.22796057907458,34.08038715606888,314.663299561
-84.22796057907458,34.08040349437183,314.743316650
-84.22796057907458,34.08041983267477,314.823303223
-84.22796057907458,34.08043617097772,314.847656250
-84.22796057907458,34.08045250928067,314.867645264
-84.22791706987235,34.07965193243626,312.993988037
-84.22791706987235,34.07966827073921,312.993988037
-84.22791706987235,34.07968460904216,312.993988037
-84.22791706987235,34.0797009473451,312.993988037
-84.22791706987235,34.07971728564805,312.993988037
-84.22791706987235,34.079733623951,312.993988037
-84.22791706987235,34.07974996225395,312.993988037
-84.22791706987235,34.07976630055689,313.073974609
-84.22791706987235,34.07978263885984,313.358093262
